영화평점,영화감상평
4,돈도 시간도 아까운 영화입니다~~ 한국영화 괴물이 훨씬더 뛰어나다는 느낌~~ 감동도 그어떠한 즐거움도 없는 지루하기 그지없고 그래픽이 뛰어나다는 찬사를 하는인간들은 여태 쥬라기공원도 안본건지? 그저 아바타1탄의 명성으로 우려먹을 생각으로 대충 시간만 늘려서 만든 느낌이 듭니다~~ 어린이 명작동화 한편 본거같네요~~ 잠오는거 억지로 참았네요~~
10,진짜 눈이 호강하고왔어요
10,화려한 영상에 정말 눈이 즐거웠네요 I라서 내적 감탄사를 엄청 외쳤어요!
10,역시는 역시!재미와 감동에 영상미까지!꼭 극장가서 보는 걸 추천합니다!
9,재밌어요~~첨엔 쬐끔 지루~~하지만 3시간이 지겹지 않게 완전 강추~~^^
10,화질 안좋은 영화관에서 봐서 그래픽을 못즐긴게 아쉬움 ㅠ 그렇지만 너무 재밌게 봐서 후회는 안함 화질 좋은 상영관으로 또 보러갈둣
10,초2 초4 신랑과 저까지 모두를 만족시킨 영화였어요 여운이 길게가네요 3d로 보길 참 잘했어요 조만간.한번더 보고싶어요
10,재밋네요 요즘볼만한영화가없엇는데재밋게봣어용
2,내용이 지난 번과 뭐가 다른가요....
10,시각적으로 너무 훌륭해요. 압도적이다 라는게 이럴때 쓰는 표현인듯…
10,친구랑 봤는데 너무 재밌어서 3시간동안 눈 안때고 봤어요 다른 분들은 모르겠지만 저는 흥미진진해서 재밌었어요 가족이랑 한 번 더 볼 예정입니다 판도라에 가서 툴쿤타보고싶네여 동생 지키려다 죽은 형도 너무 불쌍ㅠㅠ
10,감동입니다 몰입해서 봤습니다
10,1편보다 재미없다는 리뷰땜에 기대반걱정반으로 봤는데 많이 재미 있다2D로 봤는데 3D로 다시 한번 볼 생각 임.
10,다음생엔 나비족으로 태어나야지 그 정도로 몰입감 쩔고 정말 순식간에 지나간 3시간이었음 나비족은 왜이렇게 멋있는가.. 설리 가족은 하나다. 크으..
10,올해 최고의 영화.최고였다
10,최고최고최고 반일정서 한국영화보다 훨 재밌다
10,1보다 재밌었어요 영상미 지림
9,경이로운 경험이었습니다.
10,가성비 좋은 볼거리 만랩. 인류의 미래 같음
8,머리검은 짐승은 거두는것이 아니라더니..
9,"늦은거에 비해 별로라할수있겠지만여전히,새롭고 즐거웠다 3도 기대해본다!!!"
10,"말이 필요 없습니다. 아바타1보다, 탑건2보다 더 잼 있네요"
8,재미있게 봤는데 1편을 너무재밋게 봐서 4점을 줬어요~ 세시간동안 영상미가 좋아서지루한줄모르고 본것같네요^^
10,역대 최고입니다. 단언코
10,아이맥스로 보았을때 최고의 영상미 하지만 러닝타임이 길어 눈에 피로도는 어쩔수가 없네요. 그래도 최고의 경험 카메론감독의 판도라세상 이야기가 계속해서 나오길
10,"미친 영상미다. 스크린에서 상영할 때 볼 거 아니라면 절대 보면 안됨. 넷플에서 보기? 절대ㄴㄴ 꼭 큰 화면에서 봐야한다. 본인은 스크린엑스에서 봤고, 아직 4D는 못봤는데 안경잡이만 아니라면 포디도 보러가고 싶다.스토리는 가족애와 갈등 등등 진부하긴 한데 스토리가 큰 미스라고 생각될 정도는 아니다. 3시간이 30분처럼 지나갔음. 지루하지도 않고 보는 내내 영상미에 압도당해서 좋았다 진심,,"
1,그냥 하루종일 지루함 친구랑 둘이 같는데뭔가 감동포인트 같은거 1도 없는 지루한 영화좀 기대하고 갔는데 진짜 뭘본건지 모르겠음나중에 아바타 3 나와도 안볼듯
10,초등 아이들과 함께~~돈이 안아까움!
9,진짜 오랜만에 재밌는 영화봤다
9,물을좋아해서 그런지 엄청나게 재밌다
10,극장에서 봐야됨 그래픽 실제같음
10,진짜 개재밌음 ㅠㅠ 개슬프고 존ㄴ나 재미씀
10,"다시보고싶다,, 영화관 나오자마자 다시 보고싶음"
10,3시간이 어떻게 지나간줄 몰랐던 올해 최고의 영화
10,인류 최고의 영화다. 너무 이쁜영화 제임스 카메론 신들렸음.
10,cg의 한계를 두단계 끌어올렸네요. 소재에 따라 두차원 더 높은 환경도 표현할 수 있음을 보여준 영화입니다. 제임스카메룬 ~ respect!!
10,돈도 시간도 전혀 아깝지 않았어요
10,‘설리 가족은 하나다’라는 대사가 인상깊고 영상미 미쳤어요 진짜 판도라에 와있다는 느낌 때문에 그런가 심장이 너무 빨리 뛰더라고요 시즌3 너무 기대돼요 빨리 나왔으면 좋겠어요ㅠ
9,"전편을 안봤고 별로 안땡겼으나 이런 대작이었군.영상미,스케일 보소ㅋㅋ 초반 살짝 졸았고 러닝타임이 너무 긴 것 빼고는 3D로 볼만함"
4,재미없던데?!그냥 다큐인줄.. 가족사랑 자연사랑?ㅎㅎ 아바타 1이 훠어어어얼씬 재밌다.내용이 없노..그냥 발리 가서 수영하고 놀다 환경 파괴 밀렵꾼들 퇴치 딱 그정도..ㅃ2..
10,역시 아바타 ...더이상 말이 필요없다...
10,멋있어요. 아이맥스 쓰리디 꼭 자리 중앙 뒤에서 보세요. 고개 빠집니다
10,"영화 보는 내내 눈이 즐겁고 눈물 쏟았습니다.. 아바타 최고 3,4,5 기대하고 있을게요!!!"
10,3편이 기대됩니다..!!
6,영상미는 정말 엄청 화려하네요. 하지만 우주로 나가서 까지 가족얘기는 쫌 식상하네요 ~
4,아바타1을 극장서만 4번 봤다최애 영화로 손꼽는데 ?10여년의 시간을 인식하지 못했을까너무 아쉬웠다 스토리 cg 연출 구성 감성어느것 하나 ?3시간여의 상영시간은지루하고 지루했다새롭고 환타스틱하며감동스러웠던 교감은 어디에도 ㅠ
10,이런 영상미의 해양다큐를 본다해도 낼 수 있는 돈. 그정도로 아름다움
10,3D로 보길 잘했네요. 완전 강추!
10,진짜 겁나재밋어요 3편 빨리나와라얍
10,시간 가는줄 모르고 봤어요 또봐도좋을듯
10,나는 재미가 있게 보았다. 음하하하하
1,줄거리는 1변과 같음. 영상미 빼고는 그냥 쓰레기
10,ㅈ밌다..궁금하면 보기요
10,보는 내내 내가 인간인게 혐오스러웠다. 악당인 휴먼종이 거의 모두 백인인게 신기 ㅋㅋ 동양 여성 한명 있음
10,영화관이 있어야 하는 이유
10,굳 재미있네요 1편보고가기
10,진짜 돈이 하나도 안아까운 영화 입니다. 3 빨리 나왔으면 좋겠내요
4,솔찍히 스토리는 별루구 3d 안경쓰면 입체감으로 그냥 볼만함2d로 봐서 그런지 언제 끝나나 끝날시간마 기다렸음 ㅠ
10,역시 아바타 기대대로 잘봤음
10,13년을 기다린영화♡♡감동그자체~
10,같은 애아빠로써 눈물 찔끔
10,"영화보러 가기전 길다, 지루하다, 가족얘기라 뻔하다, CG밖에 볼거없다 등등 얘기를 많이 들어서 기대치를 낮추고 들어갔는데괜히 그랬네요! 1편보다 더 멋지고 재밌고 감동적이었습니다. 이거 지루하다는 분들은 도대체 어떤 영화를 좋아하는 분들인지??아님 오래 못 앉아있는 ADHD들인가?초2 저희 아들도 3시간반을 흥미진진하게 봤습니다.전 강추합니다. 꼭 보세요. 꼭 3D로 보세요."
10,딸이랑 재밌게 봤습니다.감동도 있고 3시간 그리 길게 안 느껴 졌어요...그리고 사람마다 보는 관점이 다른데 본인 재미 없다고 다른 사람 수준까지 까내리지 마시길...
8,아쿠아관에 있는 착각이 들었음. 영상은 최고였고볼거리 있었음. 길게 느껴지지않았고
10,"해피엔딩, 권선징악의 전개면 무조건 뻔한 스토리인가??? 그래서 재미 없다는 사람들은 도대체 무슨 영화를 보면서 사는건지 궁금함ㅋㅋㅋ 이 영화가 재미없고 지루하다는 사람들은 본인 집중력 문제가 아닐지 되돌아보길… 개인적으로 스토리도 뻔하지 않고 너무 재밌었음. 또 가서 봐야징~~~"
10,"아바타1을 이미 10몇년 전에 삼디로 본 상태라서 삼디 아맥을 보면서 놀라울 건 없었지만, 좀 더 세련되고 섬세하게 표현되긴 했다. 스토리가 빈약하다는 평이 있던데, 볼거리가 충분해서 상쇄하고도 남는다. 무조건 삼디 아이맥스로 봐야하는 영화다. 세 시간의 러닝타임이 전혀는 아니지만 그래도 막 지루하지는 않다. 극장이 존재해야하는 이유를 알려주는 영화다."
10,너무 감동적이있고 3시간이 하나도 안지루하네요
10,진짜 3시간 지나간지 모르고 봤어요 !!
10,구라 안까고 체감성 2시간임 시간 순삭가능
10,시작부터 아방의 감동이 있었습니다.
1,지루했어요 취향의차이일수도 있지만...
10,오래기다린 보람 있어요~ 좀 길긴하지만 가면갈수록 잼있음~
8,새로운 아이디어는 물론 제임스 카메론 본인이 지금까지 만든 작품들에서 연상 되는 씬까지의 총집합
10,개인적으로 재밌습니다.
10,GOOD 너무 재밌다
10,1편이 충격이 심해서 그렇지 아주 볼만함
10,너무 아름다웠습니다~^^
1,"영상미는 좋은데, 영상미만 좋음.비싼 돈, 최신기술 때려박아 만든 예쁜 쓰레기.올해 본 영화 중 최악, JOAT"
10,너무 재밌는 영화나도 모르게 호흡을 따라하는 몰입감 최고
10,오랜 시간 기다린 보람이 있네요~
8,3D로 이런 세계를 체험 가능한 것만으로도 의미있다.
10,"개봉날 봤는데, 역시 아바타!영상미가 와~ 최고!아이맥스로 한 번 더 보러가고 싶네요!"
10,다시 또 보고싶다 너무 짧다...
10,러닝 타임이 길다는 것을 느끼지 못하는 영화.
10,가족의 소중함을 느낄수 있었다.
10,올해 최고의 영화였다..
8,스토리 쫌 조악하면 어떠냐 영상미 하나로 다 씹어먹는다
10,"원래 이런 영화 안좋아하는데 엄마가 보고싶다고 하셔서 봤는데 재밋어여,, 엄마가 너무 좋아하시네요 가족애가 있는 영화에요"
4,뻔한 스토리 전개 기대가 너무 컸던듯...
10,3시간이 이렇게 짧게 느껴진 영화는 처음 ..진짜 안보면 후회합니다.. 끝내줍니다
10,3시간이 30분 같았습니다툴쿤스토리 너무 감동적이고 진짜 몰입해서 봤어요
10,3시간이 후딱 지나갈 정도로 너무 재미있었엉?ㄷ
4,감독이 주제가 환경이란 걸 말했을 때부터 이 영화의 목적은 정해져 있었던 것 같음 3시간 짜리 다큐 보는 줄
10,그냥 뭐 끝내준다는 한마디만
10,단순히 치고박는 영화가 아님. 이건 문학이다…
10,이건 시대다 역사의 한 순간을 장식했다
1,진짜 재미없다 한국영화보는줄
10,진짜 영상 하나는 최고
10,영상미 좋네요.무조건 봐야함
2,솔직히 영상미는 인정함 근데 스토리 개연성 너무 떨어지고 전개도 구림 남는건 영상미... 그뿐 탄탄한 스토리 전개를 중점적으로 보시는 분이면 안보시는 걸 추천합니다.
10,너무 재밋어요 ㅠㅠ
10,너무재밌게봤슴듀 ㅠㅠㅠ
10,시간 순삭이였음. 3d로 한 번 더 봐야징~
10,우와ㅜ 이렇게 아름다울수가
4,스토리 똥망이에요....ㅜ
10,쏘 굿 아이라익 아바타2
10,3시간이 훌쩍 지나가는 영화네요
10,재미없다고 유툽 홍보한 놈들 다 나와!! 스토리 부실 얘기 많이 하던데 기대안하고 봤다가 개감동 눈물 흘리며 나옴. 평범한 이야기도 만듦새에 의해 이렇게 묵직해진다. 마블 엔드게임 이후 몇년만에 극장 간 보람을 느낌. 반전 조폭 폭력 살인 집어치우고 영화가 이렇게 아름다울 수 있다
10,바다 씬 색감이 미쳤어요????
6,흠.. 영상미는 좋은데 스토리가 너무 답답하고 영화보면서 잔거는 오랜만
10,이 영화는 3D 이상으로 뵈야 정말 100퍼로 즐길 수 있을 듯재미 있고 3시간이 아쉬워 자리를 바로 뜨지 못 했네요
8,2시간 30분이면 적당할 듯 중간은 좀 많이 지루하고3시간 동한 파란색만 보고 있으니힘드네요 시리즈로 계속 나온다는 건알지만 스토리의 빈약함영상미 빼고는 글쎄 ..
8,아바타의 화려함은 변함없이 볼만하다 그런데 마지막 전투가 뭔가 좀 아쉽네 나만그런가?...
10,3시간 내내 몰입했음 진짜 재밌었다
7,영상미가 진짜 쩔긴 쩔음. 스토리는 지루 해서 중간에 깜빡 잠듦..3d 돌비시네마 영상 쩔ㅎ 내용은 어린이들 보기 좋은 수준.. 그냥 인류의 영상기술 발전을 볼수있다는것에 만족
2,보다가 졸았어요 서론 너~무 김 네셔널 지오 그래픽원시부족이나 찍는게 나을듯
1,최악 ㅠㅠ기대가 너무 컸나?!10여년 전에 나왔다면 쪼금 나았을려나?무기가 어디 고물들을 모아다 둔것처럼 너무 구닥다리.내용도 감동도 없고그 큰 극장에 사람이 꽉 찼는데 어디 한번 웃음소리 한 번 없고 놀라는 소리도 없고..초등 평점만 9점이상 ㅋ길어서 주차비 내고 영화를 봐야하고ㅜ완전 시간낭비 돈낭비
10,꼭 3D로 보세요~ 정말 흥미진진하게 잘봤습니다! 3편이 벌써 기대되네요~
10,"가다린보람이 있네요..보는내내, 형만한 아우도 있구나 생각하면서관람했어요.. I see u~"
10,지린영화 오진영화 대박!!!
4,개연성 스토리 진부뭔가 한개가 빠진듯
9,"평범한 스토리전개에 3시간이나되는 러닝타임은 확실한 단점인데, 그걸 극복하는 압도적인 영상미와 분위기는 최고였다."
10,수영복을 준비하셔요물속에 풍덩빠져 있는 착각이들만큼 3D가 감동이 파도처럼 넘실됩니다
8,음..솔직히 사람들이 왜 스토리를 떠나서 소리를 했는지 알것같음ㅇㅇ 영상미는 좋지만 중간에 스토리의 흐름이나 연출이 끊기거나 억지스러운 면이 있음ㅇㅇ 그리고 일부러 루즈하게 끌고가는게 보임..영상미는 훌륭하지만 아쉽긴함ㅇㅇ 그래도 스토리에 대한 생각을 빼면 영상미는 여전히 넘버원이고 좀 많이 긴 시간이지만..그래도 킬링 타임용..이지 않을까 싶음
10,다음 편이 몹시 기대됩니다
7,생각보다는 그저 그랬음.. 좀 질질끌고뻔한부분이 있어서 지루함은 있었지만 영상미는 최고다
10,몰입도 높은 스토리 전개에 가족애 감동까지 기대이상의 작품이었습니다
10,아름답고 슬퍼요~~ 감동적입니다
10,생명은 대자연속에 어우려져 소소한 행복을 누리며 평온하게 살아가는게 행복이라는 시사점을 주며 영화는 시작된다. 하지만 고도 문명의 결과는 지구 파괴로 이어지고 새로운 보금자리 행성을 찾았지만 지구에서와 똑같은 파괴를 자행했다. 그것도 사사로운 복수의 감정을 덧붙여서 말이다. 자연은 문명의 도전을 허락하지 않았고 한낮 미묘한 생물체에 불과하다는것을 각인시켜 주었다. 현재 지구는 어떠한가? 지구 온난화로 인한 기후문제는 우리에게 어떠한 재앙을 가져다 줄 것인지 아니면 지속적인 과학문명의 발전을 허락해 줄 것인지에 대해 인류는 생각해 보아야 하며 그 시작점은 각성을 통한 인류문명의 성숙이다. '받은만큼 돌려준다'라는 말이 있는 않는가. 지금부터라도 과학과 기술이 영리를 최우선시 하지 않고 자연과 환경보호에 힘써서 후세가 잘 살아갈 수 있도록 노력해야 할 것이다.
